id,airline,origin_user,origin,destination,flight_type,travel_date,rating,review_text
IBE_0011,Iberia,Desconocido,Bogota,Madrid,International,marzo de 2026,1,"Me siento agredida por parte de Iberia, me destrozaron las maletas y me cambiaron el vuelo 3 días después y con otra compañía, no me ofrecieron hotel ni me ofrecieron ninguna compesacion por los inconvenientes yo necesitaba viajar por mi trabajo, me dirigi a las oficinas del aeropuerto y me trataron muy mal que llamara por teléfono que ellos no podían hacer nada me parece falta de respeto y poca credibilidad de cara al cliente malicima la atención y en general el personal que poco profesionales."
IBE_0012,Iberia,Desconocido,Palma de Mallorca,Menorca,Domestic,marzo de 2026,1,"Hace años que soy miembro del programa de fidelización de iberia plus. Desde hace unos meses, por trabajo tengo que realizar de seis a diez vuelos mensuales por motivos de trabajo. Decidí sacarme la visa de iberia con la idea de mejorar rápidamente de nivel entre vuelos y puntos conseguidos a través del gasto con la tarjeta. Después de seis meses volando con esa frecuencia, resulta que un tercio de mis vuelos no han sido registrados en el programa, lo que supone que desde hace unos tres meses debería ser tarjeta oro pero no han contabilizado los vuelos. LLevo desde diciembre presentando reclamaciones y cada vez me piden más documentación. La propia compañía me pide números de billete, códigos, fechas, y ya lo último las tarjetas de embarque, como si ellos no tuvieran toda esa información disponible. Remarcar además que la mayoría de los vuelos se han reservado a través de la página de iberia, con mi perfil y pagados con la propia visa de iberia. No deben estar interesados en que aumentemos el nivel del programa. Un auténtico desastre."
IBE_0013,Iberia,Desconocido,Madrid,Guatemala City,International,marzo de 2026,1,"Compré tarifa con derecho a cambios ilimitados. Nunca pude gestionar los cambios desde la página web porque daba error. La única forma que tienen establecida para hacer cambios es a través de una llamada telefónica. Los teléfonos de la página web están desactualizados y nadie responde. En el aeropuerto no tienen personal de la empresa. La empresa contratada no puede resolver nada. Ahí conseguí el número de teléfono que sí sirve. Pude hacer el cambio, pero me cobraron 10 veces más de la tarifa estipulada en la página web (que yo ya había pagado) y nadie me explicó cómo ni por qué. Al hacer el check in, no pude seleccionar comida vegana. Conclusión: trata abusivo y violento, tratan a las personas con total desprecio por sus vidas y su tiempo."
IBE_0014,Iberia,Desconocido,Desconocido,Desconocido,Desconocido,marzo de 2026,1,"Pagamos la mejora del asiento , delantero y ventanilla y lo sentaron en cualquier lado , se pagó 60 dólares son unos estafadores !!!! Nadie te escucha nunca más IBERIA"
IBE_0015,Iberia,Desconocido,Barcelona,Guatemala City,International,marzo de 2026,1,"MAL MANEJO DE RECLAMACION!!!! 1052820894 IBERIA me cobró el ticket dos veces y recuperar lo pagado de doble se hace casi imposible porque IBERIA sigue mandando me formularios que no se refieren a mi caso, És muy desagradable lo que están haciendo!!!!! No tratan quejas particularmente sino te mandan formularios que no tienen nada que ver con el caso referente. Así evitan devolver el dinero pagado doble!!!!! No creo que más viajaré con IBERIA, todavía estoy luchando con formularios sin referencia y respuestas automáticas!!!! Quiero avisar a todo mundo de hacer cuidado haciendo una reserva con IBERIA. Quien quiera con mucho gusto le informo sobre los detalles! peter@globalanimalexchange.eu +34 618 786 159 Peter Bossenecker Caldes d´Estrac Barcelona España IBERIA charged me twice for my ticket, and getting a refund is nearly impossible because IBERIA keeps sending me forms that have nothing to do with my case. What they're doing is very unpleasant! They don't address complaints individually; instead, they send forms that are completely unrelated to the case. This way, they avoid refunding the money I've already paid! I will never travel with IBERIA again. I'm still struggling with forms that have no context and automated responses! I want to warn everyone: BEWARE OF THIS ORGANIZATION! I'd be happy to provide more details to anyone interested! peter@globalanimalexchange.eu +34 618 786 159 Peter Bossenecker Caldes d'Estrac Barcelona Spain"
IBE_0016,Iberia,Desconocido,Desconocido,Desconocido,Desconocido,marzo de 2026,2,"Desde la atención por teléfono hasta las azafatas y comisario de abordo son totalmente incompetentes , para nada serviciales y amables , la comida horrible , teníamos el asiento de adelante en económico premiun y no pudimos dormir de las carcajadas y conversación de las azafatas , una falta de respeto total .les pedí agua en dos oportunidades y me mandaron a sentar que luego me la daban ,todavía estoy esperando… Próximo viaje buscaré otras compañías ya que el vuelo también es parte de disfrutar el viaje y con esta compañía no lo logré , y no es el primer viaje , son muchos y cada día está peor , una lástima"
IBE_0017,Iberia,Desconocido,Havana,Madrid,International,marzo de 2026,1,"Para dar eso de comer mejor nada,ya que se reposta en Dominicana por lo menos algo comestible y no un pollo duro con arroz con gri y un Donuts incomible,para no hablar del desayuno sin palabras. No repito ni loco"
IBE_0018,Iberia,Desconocido,Madrid,Vienna,Europe,marzo de 2026,1,"Se me cobra dos veces el importe de la reserva, tengo que llamar para poner una reclamación, perder mi tiempo yendo al banco a reclamarlo a traves de ellos viendo que la señorita que tienen subcontratada en colombia lo unico que hace es pedirme datos y decirme que ya me responderan. Comprar en iberia significa que igual pierdo 500, 1000 o 2000 euros tratandose de vuelos hasta que ellos quieran devolvermelo porque tienen que comprobar que me puedo hacer cargo? Pero que otra empresa funciona asi? Como puede ser que una empresa así de grande y seria tenga estos problemas con la gestión del cobro. Hasta la chica del banco me ha dicho que a ella tambien le pasó."
IBE_0019,Iberia,Desconocido,Bilbao,Milan,Europe,marzo de 2026,1,"Tras hacer el check in la noche antes y haberme confundido en el apellido de la compañera con quien viajaba, volabamos de madrugada, una señorita me cambiaba 3 letras del apellido, luego fue todo NO, NO, cada agente y el supervisor decìan cosas diftes. Tuve que comprar otro vuelo!! INDECENTE!!LADRONES!! NADA PROFESIONALES!! NO LO RECOMIENDO. te dejan tirado si tienes un problema."
IBE_0020,Iberia,Desconocido,Madrid,Buenos Aires,International,marzo de 2026,2,"Compre un asiento el 24D , hago la facturación y me dice 24D. Después de una hora me notifican que lo cambiaron al 29H, sin mi consentimiento. Cuando reclamo me dinero, me dicen que no corresponden. ES UN FRUADE DE PARTE DE IBERIA. PARA QUE COMPRAR Y PAGAR, SI DESPUÉS TE ASIGNAN EL ASIENTO QUE QUIREN"
IBE_0021,Iberia,Desconocido,Madrid,Galapagos Islands,International,febrero de 2026,1,"Perdieron mi maleta. Tardaron 5 días en mandármela, y no me la mandaron al hotel, sino al aeropuerto mas cercano. Me costó mas de 100€ ir a por la maleta, y cuando avisé de que no iba a conseguir factura por esos costes, me dijeron que no me preocupase, que se pagaría igualmente. ¡Sorpresa! Ahora esos costes no van a ser reembolsados porque no hay facturas. Realmente es una vergüenza el dinero y tiempo que me ha costado que ELLOS hayan perdido mi maleta. Nunca mas volaré con ellos."
IBE_0022,Iberia,Desconocido,Rovaniemi,Madrid,Europe,febrero de 2026,1,"Da asco y vergüenza, después de cancelar el vuelo a última hora, nos ponen un hotel, salimos al día siguiente. A la hora de pagar, TODAS las pegas del mundo. Justo nos ha venido que nos devuelvan el dinero del hotel y el desayuno, porque de la indemnización ni hablamos, pese que así lo recoge la ley. Critican a compañías lowcost, IBERIA es lo mas bajo y cutre que hay Una y no mas, no se llevan un sólo euro mio ni de nadie de mi familia"
IBE_0023,Iberia,Desconocido,Madrid,Paris,Europe,marzo de 2026,1,"Con este escrito quiero visibilizar el trato institucional que esta recibiendo mi hermano y su mujer por parte de IBERIA, ante una situación personal extremadamente delicada. Tenían seis billetes para viajar en Semana Santa en familia . Sin embargo, su hijo (mi sobrino) de 6 años ha sido diagnosticado con sarcoma de Ewing y se encuentra actualmente en tratamiento oncológico. Disponemos de informe médico oficial que desaconseja de forma expresa cualquier desplazamiento. A pesar de la gravedad de la situación y de haber aportado la documentación médica correspondiente, IBERIA únicamente nos ofrece un bono con fecha limitada, cuando el tratamiento de su hijo supera ampliamente ese plazo. Esta solución no responde a la realidad médica que estamos atravesando. Solicitamos el reembolso íntegro de los billetes por causa médica grave de un menor, apelando no solo a criterios legales, sino también a la sensibilidad y responsabilidad social que debe presidir la actuación de una compañía aérea de referencia. Hasta la fecha no hemos recibido una solución efectiva. Únicamente hemos recibido correos automáticos en los que se nos insta a reabrir incidencias o a contactar telefónicamente con el servicio de atención al cliente. Resulta difícil expresar el desgaste que supone, en plena hospitalización de un hijo con cáncer, dedicar el escaso tiempo disponible a realizar llamadas reiteradas en las que se nos indica que repitamos trámites ya realizados días atrás. Tras innumerables llamadas y la presentación de dos reclamaciones por escrito explicando detalladamente nuestra situación, seguimos sin obtener respuesta resolutiva. Empresas como Civitatis, MyTopTour, así como instituciones como el Museo del Louvre y la Torre Eiffel, han cancelado las actividades contratadas y han procedido al reembolso inmediato en el medio de pago original, mostrando comprensión ante la situación. Sin embargo, IBERIA continúa ofreciendo una respuesta que no se corresponde con la gravedad del caso. Nos sorprende profundamente la postura adoptada por una compañía que, en sus campañas publicitarias, recalca su empatía y la prioridad del cliente. Confiamos en que este escrito sirva para visibilizar la situación de desamparo que estamos viviendo como usuarios y para que se adopte una solución justa y acorde con las circunstancias."
IBE_0024,Iberia,Desconocido,Desconocido,Desconocido,Desconocido,marzo de 2026,1,"Mi hijo de 15 años tenía vuelo directo de Boston a Madrid el días 6/03/26 con Iberia cambiaron el vuelo dos veces con menos de 14 días de antelación adelantándoselo primero 48 horas después 24 8 horas antes de su vuelo lo cancelaron finalmente voló con american haciendo escala en Londres sufriendo graves perjuicios escolares y aumentando la duración del viaje en 6 horas teniendo en cuenta que mide 1,99 y tuvo que volar en turista Iberia responde ye ni tiene derecho a indemnicacion y me envian un mail diciendo que su vuelo ha llegado puntual a su destino. Me parece increible la desfachatez de la compañia tratandose de un menor que viaja solo el poco compromiso y la poca fiabilidad de Iberia. Antón Ruiz de Aguiar código de reserva P4WNZ"
IBE_0025,Iberia,Desconocido,Las Palmas de Gran Canaria,Madrid,Domestic,marzo de 2026,1,"No hay oficina de Iberia en el aeropuerto, atención al cliente nula, para todo la palabra es no, no puedo ayudarte ve a ver cómo lo gestionas. Te mandan a un teléfono que te contesta la Inteligencia artificial (para mi inteligencia anormal) no te solucionan nada. Como había overbooking, a la mínima que pueden ""que pase el siguiente"". Fin de la historia nosotros nos quedamos en tierra y nuestros asientos ya tenían otro cliente Reserva cancelada sin ayuda y te enteras en la puerta de embarque. La supervisora de la compañía debería dedicarse a otro oficio que no esté cara al cliente. NO VUELVO A VOLAR CON IBERIA EN MI VIDA."
IBE_0026,Iberia,Desconocido,Barcelona,San Jose,International,enero de 2026,2,"Vuelo retrasado más de 4 horas. Sin ninguna compensación ni explicación en Madrid. Vamos al mostrador y nos atienden fatal (cualquier quejas online , no hay derecho a ninguna compensación ni comida, vaya que no molestaramos ). A la vuela hacemos reclamación online. Después de muchos intentos ya que la página da errores constantes conseguimos entrar la reclamación. Nos mandan un @ de ok y nos mandan a otra página a rellenar que siempre da error. Vaya una perdida de tiempo y una página inoperativa. Llamas al telefono en caso de problemas y te dejan colgado. Un maltrato y supongo una manera de que las perssonas dejen de reclamar. Una verguenza de compañia. No la utilizaré más."
IBE_0027,Iberia,Desconocido,Milan,Madrid,Europe,marzo de 2026,2,"Acabo de volar esta noche con Iberia y, aunque el vuelo tuvo un pequeño retraso (lo cual no fue un problema para mí), la experiencia a bordo ha sido muy decepcionante. Iberia ha cambiado los asientos de sus aviones y, lamentablemente, para peor. Han reducido notablemente el espacio para las piernas y los asientos ya no tienen reclinación: son completamente fijos. En la práctica, es exactamente el mismo tipo de asiento que se encuentra en aerolíneas low cost como Ryanair o EasyJet. La sensación es clara: han sacrificado comodidad para añadir alguna fila adicional y maximizar ingresos, pero a costa de la experiencia del pasajero. Lo más preocupante es que Iberia sigue cobrando tarifas que no son low cost. Además, ya no se incluye agua ni ningún tipo de servicio a bordo incluido. En resumen, si no viajas en clase Business, no existe hoy ningún beneficio real que justifique elegir Iberia frente a una low cost más económica. Siempre estuve dispuesto a pagar un poco más por volar con Iberia por comodidad y calidad percibida. Después de esta experiencia, sinceramente, esa diferenciación ha desaparecido. Muy decepcionado con la dirección que ha tomado la compañía"
IBE_0028,Iberia,Desconocido,New York City,Madrid,International,febrero de 2026,5,"Yo volé desde Nueva York a Madrid, un vuelo nocturno, y la verdad que tuve una muy buena experiencia, los tripulantes de cabina nos dieron un excelente trato y te hacían sentir como en casa jajajajaja Yo 100% la recomienda ría pero he de decir que los asientos los he visto más cómodos pero bastante bien comparado a otras aerolíneas Nos dieron un pack con una almohada y una mantita que era súper calentita y la comida de 10"
IBE_0029,Iberia,Desconocido,Madrid,Lima,International,febrero de 2026,1,"Cabina Business sucia y desgatada. Servicio a bordo indigente a pesar de lo que publican. No vuelen con IBERIA, cualquier otra aerolinea no puede ser peor"
IBE_0030,Iberia,Desconocido,Budapest,Madrid,Europe,febrero de 2026,1,Pague por un asiento XL y me recolocan en un asiento fila 9 que no lo es. Ni siquiera me dicen algo. La azafata me dice que eso no es culpa suya. Desde atención al cliente que nos han tenido que recolocar. ¿A quien reasignaron nuestras plazas? ¿Por que no dan una explicación y devolución del importe?
IBE_0031,Iberia,Desconocido,Buenos Aires,Malaga,International,febrero de 2026,1,"Mal trato del personal ,demasiado estrés, poco comunicativo"
IBE_0032,Iberia,Desconocido,San Juan,Madrid,International,febrero de 2026,1,"En enero 2026, compre unos pasajes directo con Iberia para un vuelo en junio 2026. Por razones ajenas el codigo de la reserva no sale y me sale este mensaje Lo sentimos No se ha encontrado este código de reserva. Verifica si es correcto e inténtalo de nuevo. Si persiste el error, deberás contactar con quien realizó tu reserva. He llamado en varias ocaciones(4 veces) y me dicen lo mismo, estan trabajando con el sistema y que intente manana y no aparece mi reserva. Ayer converse con un representante y me dijo lo mismo y le comunique que esa vercion de excusa ya me la habian dicho y no sucede nada y no me ayudan. La primera vez se tolera, pero la 4 vez ya es mentira por parte de ellos y el interes de no ayudarme y pasar la papa caliente a otro persona de servicio al cliente es evidente. Interesante a demas que cuando me pasan para la encuesta de servicio me la pasan en lenguage chino como para que no ponga mi verdadero sentir. Yo lo que quiero es poder ver mi vuelo en la pagina y no me han ayudado. Es triste que la unica opcion que tengo para viajar directo es con ustedes, si no me iba con otra linea aerea. Su personal de servicio al cliente claramente se ve que no quieren ayudar."
IBE_0033,Iberia,Desconocido,Madrid,Palma de Mallorca,Domestic,febrero de 2026,2,"Horrible, para facturar las maletas, a una hora de salir el vuelo, solo hay una persona en los mostradores para ello. Y esta forma de proceder, lamentablemente es habitual. La facturación de equipaje, servicio nulo."
IBE_0034,Iberia,Desconocido,Madrid,New York City,International,febrero de 2026,1,"Pongo 1 estrella porque no puedo poner 0. Iberia canceló mi vuelo original MAD/JFK la noche anterior a la salida, y lo que siguió fue una gestión desastrosa y una falta de humanidad absoluta. A pesar de ser la aerolínea operadora y, por tanto, la responsable legal de mi asistencia, me dejaron totalmente desamparada. Tras 15 horas de incertidumbre (desde las 20:00h del día anterior hasta las 11:30h del día del vuelo) donde tuve que gestionar mi propia reubicación por teléfono mientras iba al aeropuerto, el personal de Iberia en Madrid me aseguró que al llegar a la escala en Miami tendría hotel y traslados. Fue una mentira. Al aterrizar en Miami a las 20:45h, no había nadie de Iberia. El personal de guardia y atención telefónica se negó a ayudarme, alegando que 'no tenían medios fuera de Europa' y que debía pagarlo todo yo. Me dejaron sola, de noche y en un país desconocido, obligándome a pernoctar en el aeropuerto por pura negligencia. Es una vergüenza que una aerolínea de este tamaño ignore sus obligaciones legales y abandone a una pasajera a su suerte. No vuelen con ellos si esperan que alguien responda ante un problema."
IBE_0035,Iberia,Desconocido,Donostia,San Sebastian - Pereira,International,febrero de 2026,1,Nos saquearon las maletas nos sacaron todos los detalles que llevábamos y los zapatos el servicio pésimo no hay reposa pies en un vuelo de 10 horas no cuentan con oficina en Pereira a la hora de hacer el reclamo de lo ocurrido te cancelan el viaje y no te dan solución horrible la experiencia no recomiendo la aéreolínea para nada
IBE_0036,Iberia,Desconocido,Madrid,Dakar,International,febrero de 2026,2,Un vuelo de más de 4 horas en un avión demasiado pequeño para el tiempo de vuelo y ocupación (estaba totalmente lleno)... convirtiéndose en una experiencia muy incómoda.
IBE_0037,Iberia,Desconocido,La Coruna,San Salvador,International,febrero de 2026,1,"Equipaje adicional que se compra en el sistema no les aparece en el Sistema y no saben hacer nada. No tienen profesionalismo, te hablan con prepotencia y no buscan una solución."
IBE_0038,Iberia,Desconocido,Bogota,Madrid,International,septiembre de 2025,2,"Me cobraron dos veces las sillas pues inicialmente una T de crédito no pasó, por tal motivo pasé la otra …. Se lavan las manos diciendo que el Banco debe devolver pero cada banco solo tiene una transacción. Ellos son los que tienen el doble cobro Me colgaron el teléfono varias veces"
IBE_0039,Iberia,Desconocido,Desconocido,Desconocido,Desconocido,febrero de 2026,1,"Cancelaron mi vuelo de luna de miel, sin previo aviso. No ofrecieron alternativas el mismo día, incumplieron UE261 y me forzaron a viajar al día siguiente. Sin dejarnos opción, cuando la normativa establece reubicación lo antes posible, incluso con otras aerolíneas. No solo nos generaron gastos adicionales que no planeábamos, si no la carga y desgaste emocional que nos dejaron, en este momento tan especial. Un viaje que fue planeado con mucho tiempo de anticipación. Más allá de cualquier compensación económica, nadie devuelve el desgaste, el estrés ni un día de luna de miel. Viajo seguido y entiendo que pueden pasar imprevistos, pero lo que marcó la diferencia fue la falta total de asistencia y de soluciones proactivas. No volvería a elegir Iberia y no la recomiendo para viajes importantes donde necesitás respaldo real cuando algo sale mal."
IBE_0040,Iberia,Desconocido,Montreal,Tromso,International,febrero de 2026,1,"Mi experiencia con Iberia fue, sin exagerar, una de las peores experiencias de servicio al cliente que he tenido en mi vida. Reservamos un viaje de luna de miel desde Montevideo hacia Tromsø, Noruega, con meses de planificación. Menos de 24 horas antes del viaje, el vuelo Madrid–Tromsø fue cancelado. Lo más grave no fue solo la cancelación, sino cómo Iberia manejó la situación: Nunca recibimos un email ni notificación oficial informando la cancelación. El vuelo seguía apareciendo como activo en el check-in web. Nos enteramos únicamente porque descargamos la app de Iberia para intentar agregar el boarding pass. Pasamos más de 4 horas hablando con el call center, pagando llamadas internacionales, y la mayor parte del tiempo escuchando música de espera. Un agente incluso nos prometió devolvernos la llamada en minutos porque había encontrado alternativas con otras aerolíneas… nunca volvió a llamar. Otro agente confirmó que había opciones disponibles, pero nos dijeron repetidamente que “no aparecían en su sistema”. Cuando pedimos hablar con un supervisor, la única solución que nos ofrecieron fue que viajáramos por nuestros propios medios entre ciudades europeas para intentar alcanzar otra conexión, lo cual es completamente absurdo cuando se trata de un vuelo cancelado por la aerolínea. Finalmente, el supervisor terminó cortando la llamada sin resolver el problema. Al día siguiente fuimos a la oficina de Iberia en Montevideo, donde una representante confirmó que probablemente se podría haber conseguido una mejor alternativa si el caso se hubiera resuelto antes… algo que justamente no ocurrió por la falta de asistencia telefónica. El resultado: • Perdimos una noche de alojamiento ya paga • Perdimos parte del itinerario de nuestra luna de miel • Perdimos horas enteras intentando resolver un problema que no generamos nosotros • Nadie supo explicar jamás cuál fue la causa real de la cancelación Entiendo que los vuelos pueden cancelarse. Lo que no es aceptable es la falta total de comunicación, asistencia y responsabilidad frente al pasajero. Después de esta experiencia, sinceramente no volvería a elegir Iberia ni la recomendaría para viajes importantes."
IBE_0041,Iberia,Desconocido,Madrid,Mexico City,International,enero de 2026,1,"Como consecuencia de un fallo técnico, los pasajeros fuimos abandonados en la terminal hasta las 4 de la madrugada, sin información veraz, sin asistencia adecuada y sin una gestión mínimamente profesional de la situación. La posterior reasignación de vuelos fue un despropósito absoluto: caótica, arbitraria y abusiva, tratándonos como meros números y no como clientes que han pagado un servicio. La situación se agravó todavía más cuando el vuelo que finalmente se nos asignó dos días después, con una escala de cuatro horas en Frankfurt, sufrió un retraso adicional de casi dos horas con todos los pasajeros ya embarcados y encerrados en el avión. Durante ese tiempo, el capitán se limitó a mencionar vagamente la existencia de “un problema burocrático”, sin ofrecer una sola explicación concreta, sin detalles y sin el más mínimo respeto por los pasajeros, que permanecimos incomunicados e ignorados. La atención al cliente de Iberia es directamente inaceptable. Tras más de ocho horas intentando contactar con un agente humano, la única respuesta fueron sistemas automatizados inútiles. Los bots de Iberia resultan incluso peores que los de aerolíneas de bajo coste como Ryanair, algo especialmente grave en una compañía que presume de ser una aerolínea de referencia y que aplica algunas de las tarifas más altas del mercado. Existe una desconexión total entre los precios que cobra Iberia y el servicio que ofrece. La gestión de esta incidencia, la falta de información, el desprecio por el tiempo de los pasajeros y la absoluta ineficacia de su atención al cliente sitúan a la compañía entre las peores del sector en términos de trato al usuario. Es inadmisible que una empresa de estas dimensiones juegue de esta manera con el tiempo, el dinero y la paciencia de sus clientes. Esta experiencia no solo genera un perjuicio económico, sino una pérdida total de confianza en la compañía."
IBE_0042,Iberia,Desconocido,Madrid,Santiago de Compostela,Domestic,febrero de 2026,1,"A la ida,retrasado.A la vuelta, retrasado porque no hay tripulación. 1 mes ,12 vuelos..10 en Argentina,sin fallo.Los dos de España,una calamidad"
